"","idx","obs"
"137",136,-28.4013922710499
"138",137,-29.1359328634631
"139",138,7.35051441358336
"140",139,7.48625180945958
"141",140,7.3954370557395
"142",141,-29.4848758559291
"143",142,7.45059863336538
"144",143,-8.82373856891985
"145",144,-8.48721170247194
"146",145,-28.7290859648628
"147",146,7.37083329728543
"148",147,-8.97900950445773
"149",148,8.37404313682282
"150",149,-28.7282860490927
"151",150,-9.18413219727224
"152",151,-28.0247279653815
"153",152,-8.62174590475824
"154",153,-28.5879780174735
"155",154,8.10784229241972
"156",155,-28.7865305888577
"157",156,-28.8364361115493
"158",157,-29.169428493427
"159",158,-29.2725310429894
"160",159,-28.0787997635948
"161",160,-36.7761492993167
"162",161,8.05231900310195
"163",162,-28.5529488643606
"164",163,-8.26727650979633
"165",164,8.34405077874572
"166",165,7.98578470808155
"167",166,-8.39065241169514
"168",167,-29.2133330177637
"169",168,-8.56442714695522
"170",169,8.14830957475142
"171",170,7.83782572737918
"172",171,-28.9904059641012
"173",172,7.83897829410649
"174",173,-8.94988296032767
"175",174,-29.016306972748
"176",175,8.13170319101856
"177",176,8.44528712290239
"178",177,-9.3162545891145
"179",178,-29.3642270369662
"180",179,7.43522706140907
"181",180,-28.7558311139996
"182",181,-29.1390806273526
"183",182,-28.7335102526272
"184",183,-28.7832014975793
"185",184,-28.9941375232028
"186",185,-29.0312741460641
"187",186,-9.19390437453961
"188",187,-28.6422950594993
"189",188,-28.1740683914869
"190",189,-28.9897649899593
"191",190,7.33442488091779
"192",191,-8.9880321308982
"193",192,-28.6524802833758
"194",193,8.0075501723839
"195",194,8.61007182202028
"196",195,-29.2915100846359
"197",196,-8.75750664080682
"198",197,-8.83808990421636
"199",198,-29.2569293781062
"200",199,-29.0674852089773
"201",200,7.34231968811914
"202",201,-8.68807425728913
"203",202,-28.5147265336189
"204",203,7.24417328911686
"205",204,-8.92034477814799
"206",205,-28.3959393691423
"207",206,7.2347452388037
"208",207,8.25730838672914
"209",208,-9.24801695014994
"210",209,-29.2319257277532
"211",210,7.65088381447882
"212",211,7.47409565615415
"213",212,8.03227738443632
"214",213,-29.0128298807301
"215",214,-28.6277939733405
"216",215,0.707874302436918
"217",216,-28.749303754745
"218",217,-28.284483768738
"219",218,8.22319716118623
"220",219,7.89406812863286
"221",220,-28.7941320711744
"222",221,-8.24313442946384
"223",222,-29.163106766852
"224",223,7.97303834506998
"225",224,-29.0329852126568
"226",225,8.53657204699151
"227",226,5.77715237596703
"228",227,-28.8951180889167
"229",228,-28.5514421779135
"230",229,-28.6711309585689
"231",230,-29.2403086921175
"232",231,-28.9534806284271
"233",232,7.89053619088605
"234",233,7.22973757004642
"235",234,7.53817847082686
"236",235,-8.85618851371325
"237",236,7.44692324655344
"238",237,-29.1502286679788
"239",238,7.90286436000746
"240",239,7.6602980004598
"241",240,-28.9447993704758
"242",241,8.16972786176209
"243",242,7.85984669774356
"244",243,-28.4552286567064
"245",244,8.09045141814402
"246",245,-28.6475895323566
"247",246,-28.9570855254046
"248",247,1.05047227150917
"249",248,7.91499494908858
"250",249,8.56567466670201
"251",250,-29.027204281757
"252",251,-28.4253693033119
"253",252,7.80850159022705
"254",253,7.5160986584055
"255",254,-28.2630140119751
"256",255,7.93849604950457
"257",256,-29.4413973535982
"258",257,7.58962384506885
"259",258,-8.78399827535762
"260",259,5.1906698704777
"261",260,8.32355939518102
"262",261,-34.3234737470439
"263",262,7.61042058550394
"264",263,7.61414541551795
"265",264,5.97836870780345
"266",265,7.45617797812631
"267",266,-29.0259966471428
"268",267,-28.8383847378471
"269",268,7.79638554405732
"270",269,-28.4880794491461
"271",270,-28.7333489071384
"272",271,7.72123959707811
"273",272,-34.6840837789962
"274",273,-34.159606700892
"275",274,-29.079150771522
"276",275,-28.679570794401
"277",276,-28.7622038196745
"278",277,-28.789874001882
"279",278,-28.5667557566261
"280",279,-29.1386710297358
"281",280,-28.8589173289411
"282",281,-28.9197217967711
"283",282,-29.564669994302
"284",283,-28.7067434686252
"285",284,-28.3448622066327
"286",285,-29.2362343136586
"287",286,-28.3332196025605
"288",287,33.5629893270637
"289",288,-8.33748763869868
"290",289,7.49238257970505
"291",290,7.98053511928515
"292",291,7.57970864178166
"293",292,-29.0744771149256
"294",293,7.88333013388974
"295",294,-28.4428088890786
"296",295,7.86294881125885
"297",296,0.744913442373278
"298",297,-8.37981828248557
"299",298,7.66778033928691
"300",299,-28.6014684373814
"301",300,-29.2562530200469
"302",301,-28.6167247116349
"303",302,2.3084576302119
"304",303,7.64367475876439
"305",304,7.33152305207589
"306",305,8.87654656849614
"307",306,-9.15940292541422
"308",307,7.82510766749564
"309",308,-8.74593065172106
"310",309,0.625914959277603
"311",310,7.84600353704259
"312",311,-28.6500172424091
"313",312,8.00581261298955
"314",313,7.05676339020167
"315",314,-29.1435011636468
"316",315,5.82086960020122
"317",316,-28.8787152118124
"318",317,-8.9356684681404
"319",318,38.1855907681634
"320",319,7.77493628747379
"321",320,-29.1459878039574
"322",321,-28.5688617941164
"323",322,-8.88224845944272
"324",323,-28.8280358311062
"325",324,-8.10308543138578
"326",325,7.82581195770428
"327",326,5.56750130341487
"328",327,-8.86586410563516
"329",328,-36.5137200770697
"330",329,-34.9155609999654
"331",330,7.1535277606126
"332",331,7.61493694707991
"333",332,-8.60678341543307
"334",333,-29.1492640433691
"335",334,-28.6415843049466
"336",335,-34.0826330082801
"337",336,7.82518861789486
"338",337,-28.3212928967502
"339",338,-8.68783880502609
"340",339,-29.0385718406353
"341",340,7.71372062462926
"342",341,-28.0711204827507
"343",342,-28.5192058224096
"344",343,7.87186566130125
"345",344,7.83363636492401
"346",345,-28.8363842803961
"347",346,-28.7607872310409
"348",347,-28.3809305611986
"349",348,-28.663256062107
"350",349,-8.74737063251301
"351",350,-9.53422903512805
"352",351,-28.8428844848288
"353",352,1.01001620027146
"354",353,-8.63826139068687
"355",354,-28.7912709468213
"356",355,-28.8229665000779
"357",356,-29.488346528596
"358",357,8.23957424149348
"359",358,-28.7460081630842
"360",359,-36.4282146875264
"361",360,8.00658654417733
"362",361,-28.7284476400148
"363",362,-29.4830745975784
"364",363,-9.11969447882864
"365",364,8.10038604149924
"366",365,-28.1875355658559
"367",366,7.603686614063
"368",367,7.89234710251184
"369",368,-28.2128896908123
"370",369,-28.9193302271635
"371",370,-28.4246999524782
"372",371,-29.0209727803867
"373",372,-29.0851276333417
"374",373,-28.9140514095639
"375",374,7.63665685935791
"376",375,-34.3015243508109
"377",376,0.655224467869288
"378",377,-29.1547826207087
"379",378,-28.725880376721
"380",379,-28.194525683614
"381",380,-28.9999452131656
"382",381,-29.2043629842295
"383",382,-29.0252783487589
"384",383,-29.0113077816047
"385",384,7.80404681123721
"386",385,7.74003277748499
"387",386,-8.88934872611744
"388",387,-29.5057889084962
"389",388,33.2607624016698
"390",389,-29.3580796909594
"391",390,-28.949637712923
"392",391,-8.9945869209343
"393",392,7.70925912337835
"394",393,33.4279254617063
"395",394,-28.5673128615614
"396",395,-29.2090360044993
"397",396,-29.0669939287681
"398",397,-9.05208357487536
"399",398,-28.900000592691
"400",399,-28.7613983408198
"401",400,-28.1737354026412
"402",401,-8.49737155852038
"403",402,7.92337827135916
"404",403,7.79861818079668
"405",404,-8.86838170167035
"406",405,-28.6137734519648
"407",406,-28.1848186342247
"408",407,-28.6847197905086
"409",408,-28.3735006742822
"410",409,8.29061819333236
"411",410,-34.7151134651743
"412",411,-8.89235905308875
"413",412,-29.0212285388891
"414",413,5.9990075073355
"415",414,5.77391359534193
"416",415,7.54712856114037
"417",416,-28.3418404057058
"418",417,7.54717790509193
"419",418,-28.9570061082701
"420",419,7.56125039140517
"421",420,-28.6571015998042
"422",421,-28.8501447343409
"423",422,-28.7860220141318
"424",423,-8.85358529819526
"425",424,-8.76811143891121
"426",425,7.37007495448267
"427",426,-29.2393651121069
"428",427,-28.7716425877636
"429",428,8.31053522359606
"430",429,7.42687945305999
"431",430,-28.8939691764655
"432",431,-29.0615745671185
"433",432,8.06110563499178
"434",433,8.37042754258135
"435",434,-36.8838620041477
"436",435,-28.6849997595539
"437",436,-34.5532531977414
"438",437,7.66377261044293
"439",438,7.8548922991717
"440",439,-8.8846780630437
"441",440,7.80052858540184
"442",441,7.93534740230512
"443",442,6.23523276496049
"444",443,7.35743647561357
"445",444,-28.5671324499617
"446",445,7.49608928581637
"447",446,7.31482306770943
"448",447,6.92067889374278
"449",448,-28.593918728303
"450",449,-28.1061878666009
"451",450,38.0254792723353
"452",451,7.24711246645475
"453",452,-28.7033884538569
"454",453,-29.180295305334
"455",454,8.10850977884835
"456",455,-9.13610367723741
"457",456,-8.78074456878127
"458",457,-28.7639274739993
"459",458,8.77576192553406
"460",459,-8.74755017832995
"461",460,-28.6774451706959
"462",461,7.93083156307612
"463",462,-28.9974288169639
"464",463,-29.0707584214644
"465",464,8.44490018985008
"466",465,7.95143920505772
"467",466,-28.97945410497
"468",467,-28.6303870201504
"469",468,-28.3178306187255
"470",469,-8.43575863784343
"471",470,-28.6121605716149
"472",471,-28.8414953733765
"473",472,-29.2006980285553
"474",473,-28.8608030561058
"475",474,-28.2158567426547
"476",475,7.41158096583855
"477",476,8.12359967506638
"478",477,7.56920036067064
"479",478,-29.5516596610159
"480",479,7.37921270161661
"481",480,-28.8723359316372
"482",481,-8.27018274186741
"483",482,-8.48245708871308
"484",483,2.82477474977252
"485",484,8.08765468193454
"486",485,-29.0086021780305
"487",486,-8.25751599567761
"488",487,-29.057874540135
"489",488,-9.21204538659837
"490",489,-28.9394171336534
"491",490,8.2949005047364
"492",491,-29.6630734774475
"493",492,-28.8541828306972
"494",493,8.38374545446777
"495",494,7.64161245903198
"496",495,-8.48776486159319
"497",496,7.30570732128857
"498",497,-9.13045736444785
"499",498,2.25464693304867
"500",499,7.74240011701734
